,TPR,group_value,group_variable,k,model_id,parameter,TNR,FOmR,FDR,FPR,FNR,NPV,Precision,PP,PN,PPR,PPrev,FP,FN,TN,TP,group_label_neg,group_label_pos,group_size,total_entities,Prev,PPR_disparity,PPR_ref_group_value,PPrev_disparity,PPrev_ref_group_value,FDR_disparity,FDR_ref_group_value,FOmR_disparity,FOmR_ref_group_value,FPR_disparity,FPR_ref_group_value,FNR_disparity,FNR_ref_group_value
84,1.0,5th-6th,education,9769,1,5.0_pct,0.0,0.0,0.9493670886075949,1.0,0.0,0.0,0.05063291139240506,79,0,0.008086805200122837,1.0,75,0,0,4,75,4,79,9769,0.05063291139240506,4.9375,Preschool,1.0,10th,3.4903201787043927,Doctorate,1.0,10th,1.0,10th,1.0,10th
85,1.0,7th-8th,education,9769,1,5.0_pct,0.0,0.0,0.9617486338797814,1.0,0.0,0.0,0.03825136612021858,183,0,0.0187327259699048,1.0,176,0,0,7,176,7,183,9769,0.03825136612021858,11.4375,Preschool,1.0,10th,3.5358405657344902,Doctorate,1.0,10th,1.0,10th,1.0,10th
86,1.0,9th,education,9769,1,5.0_pct,0.0,0.0,0.9470198675496688,1.0,0.0,0.0,0.052980132450331126,151,0,0.01545705804074112,1.0,143,0,0,8,143,8,151,9769,0.052980132450331126,9.4375,Preschool,1.0,10th,3.481690689520841,Doctorate,1.0,10th,1.0,10th,1.0,10th
87,1.0,Assoc-acdm,education,9769,1,5.0_pct,0.0,0.0,0.7128712871287128,1.0,0.0,0.0,0.2871287128712871,303,0,0.031016480704268604,1.0,216,0,0,87,216,87,303,9769,0.2871287128712871,18.9375,Preschool,1.0,10th,2.62085032032615,Doctorate,1.0,10th,1.0,10th,1.0,10th
88,1.0,Assoc-voc,education,9769,1,5.0_pct,0.0,0.0,0.7044334975369458,1.0,0.0,0.0,0.2955665024630542,406,0,0.04156003685126421,1.0,286,0,0,120,286,120,406,9769,0.2955665024630542,25.375,Preschool,1.0,10th,2.5898290350623006,Doctorate,1.0,10th,1.0,10th,1.0,10th
89,1.0,Bachelors,education,9769,1,5.0_pct,0.0,0.0,0.5925245098039216,1.0,0.0,0.0,0.4074754901960784,1632,0,0.16705906438734774,1.0,967,0,0,665,967,665,1632,9769,0.4074754901960784,102.0,Preschool,1.0,10th,2.1783989331026525,Doctorate,1.0,10th,1.0,10th,1.0,10th
90,1.0,Doctorate,education,9769,1,5.0_pct,0.0,0.0,0.272,1.0,0.0,0.0,0.728,125,0,0.012795577848295629,1.0,34,0,0,91,34,91,125,9769,0.728,7.812499999999999,Preschool,1.0,10th,1.0,Doctorate,1.0,10th,1.0,10th,1.0,10th
91,1.0,HS-grad,education,9769,1,5.0_pct,0.0,0.0,0.8447417548226509,1.0,0.0,0.0,0.1552582451773491,3214,0,0.32899989763537724,1.0,2715,0,0,499,2715,499,3214,9769,0.1552582451773491,200.875,Preschool,1.0,10th,3.1056682162597458,Doctorate,1.0,10th,1.0,10th,1.0,10th
92,1.0,Masters,education,9769,1,5.0_pct,0.0,0.0,0.42411642411642414,1.0,0.0,0.0,0.5758835758835759,481,0,0.04923738356024158,1.0,204,0,0,277,204,277,481,9769,0.5758835758835759,30.062499999999996,Preschool,1.0,10th,1.5592515592515592,Doctorate,1.0,10th,1.0,10th,1.0,10th
93,0.0,Preschool,education,9769,1,5.0_pct,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16,0,0.0016378339645818406,1.0,16,0,0,0,16,0,16,9769,0.0,1.0,Preschool,1.0,10th,3.676470588235294,Doctorate,1.0,10th,1.0,10th,1.0,10th
94,1.0,Prof-school,education,9769,1,5.0_pct,0.0,0.0,0.30337078651685395,1.0,0.0,0.0,0.6966292134831461,178,0,0.018220902855972977,1.0,54,0,0,124,54,124,178,9769,0.6966292134831461,11.125,Preschool,1.0,10th,1.115333773959022,Doctorate,1.0,10th,1.0,10th,1.0,10th
95,1.0,Some-college,education,9769,1,5.0_pct,0.0,0.0,0.8065246941549615,1.0,0.0,0.0,0.19347530584503853,2207,0,0.22591872248950762,1.0,1780,0,0,427,1780,427,2207,9769,0.19347530584503853,137.9375,Preschool,1.0,10th,2.965164316746182,Doctorate,1.0,10th,1.0,10th,1.0,10th
96,1.0,10th,education,9769,1,10.0_pct,0.0,0.0,0.9383561643835616,1.0,0.0,0.0,0.06164383561643835,292,0,0.02989046985361859,1.0,274,0,0,18,274,18,292,9769,0.06164383561643835,18.25,Preschool,1.0,10th,3.4498388396454467,Doctorate,1.0,10th,1.0,10th,1.0,10th
97,1.0,11th,education,9769,1,10.0_pct,0.0,0.0,0.9560117302052786,1.0,0.0,0.0,0.04398826979472141,341,0,0.034906336370150476,1.0,326,0,0,15,326,15,341,9769,0.04398826979472141,21.3125,Preschool,1.0,10th,3.514749008107642,Doctorate,1.0,10th,1.0,10th,1.0,10th
98,1.0,12th,education,9769,1,10.0_pct,0.0,0.0,0.9310344827586207,1.0,0.0,0.0,0.06896551724137931,116,0,0.011874296243218344,1.0,108,0,0,8,108,8,116,9769,0.06896551724137931,7.25,Preschool,1.0,10th,3.4229208924949286,Doctorate,1.0,10th,1.0,10th,1.0,10th
99,1.0,1st-4th,education,9769,1,10.0_pct,0.0,0.0,0.9555555555555556,1.0,0.0,0.0,0.044444444444444446,45,0,0.004606408025386427,1.0,43,0,0,2,43,2,45,9769,0.044444444444444446,2.8125,Preschool,1.0,10th,3.5130718954248366,Doctorate,1.0,10th,1.0,10th,1.0,10th
100,1.0,5th-6th,education,9769,1,10.0_pct,0.0,0.0,0.9493670886075949,1.0,0.0,0.0,0.05063291139240506,79,0,0.008086805200122837,1.0,75,0,0,4,75,4,79,9769,0.05063291139240506,4.9375,Preschool,1.0,10th,3.4903201787043927,Doctorate,1.0,10th,1.0,10th,1.0,10th
101,1.0,7th-8th,education,9769,1,10.0_pct,0.0,0.0,0.9617486338797814,1.0,0.0,0.0,0.03825136612021858,183,0,0.0187327259699048,1.0,176,0,0,7,176,7,183,9769,0.03825136612021858,11.4375,Preschool,1.0,10th,3.5358405657344902,Doctorate,1.0,10th,1.0,10th,1.0,10th
102,1.0,9th,education,9769,1,10.0_pct,0.0,0.0,0.9470198675496688,1.0,0.0,0.0,0.052980132450331126,151,0,0.01545705804074112,1.0,143,0,0,8,143,8,151,9769,0.052980132450331126,9.4375,Preschool,1.0,10th,3.481690689520841,Doctorate,1.0,10th,1.0,10th,1.0,10th
103,1.0,Assoc-acdm,education,9769,1,10.0_pct,0.0,0.0,0.7128712871287128,1.0,0.0,0.0,0.2871287128712871,303,0,0.031016480704268604,1.0,216,0,0,87,216,87,303,9769,0.2871287128712871,18.9375,Preschool,1.0,10th,2.62085032032615,Doctorate,1.0,10th,1.0,10th,1.0,10th
104,1.0,Assoc-voc,education,9769,1,10.0_pct,0.0,0.0,0.7044334975369458,1.0,0.0,0.0,0.2955665024630542,406,0,0.04156003685126421,1.0,286,0,0,120,286,120,406,9769,0.2955665024630542,25.375,Preschool,1.0,10th,2.5898290350623006,Doctorate,1.0,10th,1.0,10th,1.0,10th
105,1.0,Bachelors,education,9769,1,10.0_pct,0.0,0.0,0.5925245098039216,1.0,0.0,0.0,0.4074754901960784,1632,0,0.16705906438734774,1.0,967,0,0,665,967,665,1632,9769,0.4074754901960784,102.0,Preschool,1.0,10th,2.1783989331026525,Doctorate,1.0,10th,1.0,10th,1.0,10th
106,1.0,Doctorate,education,9769,1,10.0_pct,0.0,0.0,0.272,1.0,0.0,0.0,0.728,125,0,0.012795577848295629,1.0,34,0,0,91,34,91,125,9769,0.728,7.812499999999999,Preschool,1.0,10th,1.0,Doctorate,1.0,10th,1.0,10th,1.0,10th
107,1.0,HS-grad,education,9769,1,10.0_pct,0.0,0.0,0.8447417548226509,1.0,0.0,0.0,0.1552582451773491,3214,0,0.32899989763537724,1.0,2715,0,0,499,2715,499,3214,9769,0.1552582451773491,200.875,Preschool,1.0,10th,3.1056682162597458,Doctorate,1.0,10th,1.0,10th,1.0,10th
108,1.0,Masters,education,9769,1,10.0_pct,0.0,0.0,0.42411642411642414,1.0,0.0,0.0,0.5758835758835759,481,0,0.04923738356024158,1.0,204,0,0,277,204,277,481,9769,0.5758835758835759,30.062499999999996,Preschool,1.0,10th,1.5592515592515592,Doctorate,1.0,10th,1.0,10th,1.0,10th
109,0.0,Preschool,education,9769,1,10.0_pct,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16,0,0.0016378339645818406,1.0,16,0,0,0,16,0,16,9769,0.0,1.0,Preschool,1.0,10th,3.676470588235294,Doctorate,1.0,10th,1.0,10th,1.0,10th
110,1.0,Prof-school,education,9769,1,10.0_pct,0.0,0.0,0.30337078651685395,1.0,0.0,0.0,0.6966292134831461,178,0,0.018220902855972977,1.0,54,0,0,124,54,124,178,9769,0.6966292134831461,11.125,Preschool,1.0,10th,1.115333773959022,Doctorate,1.0,10th,1.0,10th,1.0,10th
111,1.0,Some-college,education,9769,1,10.0_pct,0.0,0.0,0.8065246941549615,1.0,0.0,0.0,0.19347530584503853,2207,0,0.22591872248950762,1.0,1780,0,0,427,1780,427,2207,9769,0.19347530584503853,137.9375,Preschool,1.0,10th,2.965164316746182,Doctorate,1.0,10th,1.0,10th,1.0,10th
112,0.0,Female,gender,10,1,10_abs,0.9985920450545582,0.11205007824726135,1.0,0.0014079549454417458,1.0,0.8879499217527387,0.0,4,3195,0.4,0.0012503907471084713,4,358,2837,0,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.369177868083776,Male,2.0,Male,1.0,Female,2.1476006101138094,Male,1.0015067805123055,Male
113,0.0015045135406218655,Male,gender,10,1,10_abs,0.9993444055944056,0.3033211456429007,0.5,0.0006555944055944056,0.9984954864593781,0.6966788543570993,0.5,6,6564,0.6,0.0009132420091324201,3,1991,4573,3,4576,1994,6570,9769,0.3035007610350076,1.4999999999999998,Female,1.0,Male,1.0,Male,2.707014134997396,Female,1.0,Male,1.0,Male
114,0.002793296089385475,Female,gender,50,1,50_abs,0.9947201689545935,0.11215834118755891,0.9375,0.005279831045406547,0.9972067039106145,0.8878416588124411,0.0625,16,3183,0.32,0.005001562988433885,15,357,2826,1,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.275,Male,1.0,Female,1.0,Female,1.0017280441298566,Male
115,0.004513540621865597,Male,gender,50,1,50_abs,0.9945367132867133,0.303702570379437,0.7352941176470589,0.005463286713286713,0.9954864593781344,0.6962974296205631,0.2647058823529412,34,6536,0.68,0.005175038051750381,25,1985,4551,9,4576,1994,6570,9769,0.3035007610350076,2.125,Female,1.034684170471842,Female,1.0,Male,2.7078019090132996,Female,1.0347465034965035,Female,1.0,Male
116,0.002793296089385475,Female,gender,100,1,100_abs,0.991200281590989,0.1125118184683265,0.9615384615384616,0.008799718409010912,0.9972067039106145,0.8874881815316735,0.038461538461538464,26,3173,0.26,0.008127539856205065,25,357,2816,1,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2937062937062938,Male,1.0,Female,1.0,Female,1.006800084859628,Male
117,0.009528585757271816,Male,gender,100,1,100_abs,0.9879807692307693,0.3040332512315271,0.7432432432432432,0.01201923076923077,0.9904714142427282,0.6959667487684729,0.25675675675675674,74,6496,0.74,0.011263318112633182,55,1975,4521,19,4576,1994,6570,9769,0.3035007610350076,2.846153846153846,Female,1.3858213323966748,Female,1.0,Male,2.7022339108057016,Female,1.3658653846153848,Female,1.0,Male
118,1.0,Female,gender,9769,1,1.0_pct,0.0,0.0,0.8880900281337918,1.0,0.0,0.0,0.11190997186620819,3199,0,0.32746442829358174,1.0,2841,0,0,358,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2750768104980357,Male,1.0,Female,1.0,Female,1.0,Female
119,1.0,Male,gender,9769,1,1.0_pct,0.0,0.0,0.6964992389649924,1.0,0.0,0.0,0.3035007610350076,6570,0,0.6725355717064183,1.0,4576,0,0,1994,4576,1994,6570,9769,0.3035007610350076,2.0537668021256645,Female,1.0,Female,1.0,Male,1.0,Female,1.0,Female,1.0,Female
120,1.0,Female,gender,9769,1,2.0_pct,0.0,0.0,0.8880900281337918,1.0,0.0,0.0,0.11190997186620819,3199,0,0.32746442829358174,1.0,2841,0,0,358,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2750768104980357,Male,1.0,Female,1.0,Female,1.0,Female
121,1.0,Male,gender,9769,1,2.0_pct,0.0,0.0,0.6964992389649924,1.0,0.0,0.0,0.3035007610350076,6570,0,0.6725355717064183,1.0,4576,0,0,1994,4576,1994,6570,9769,0.3035007610350076,2.0537668021256645,Female,1.0,Female,1.0,Male,1.0,Female,1.0,Female,1.0,Female
122,1.0,Female,gender,9769,1,5.0_pct,0.0,0.0,0.8880900281337918,1.0,0.0,0.0,0.11190997186620819,3199,0,0.32746442829358174,1.0,2841,0,0,358,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2750768104980357,Male,1.0,Female,1.0,Female,1.0,Female
123,1.0,Male,gender,9769,1,5.0_pct,0.0,0.0,0.6964992389649924,1.0,0.0,0.0,0.3035007610350076,6570,0,0.6725355717064183,1.0,4576,0,0,1994,4576,1994,6570,9769,0.3035007610350076,2.0537668021256645,Female,1.0,Female,1.0,Male,1.0,Female,1.0,Female,1.0,Female
124,1.0,Female,gender,9769,1,10.0_pct,0.0,0.0,0.8880900281337918,1.0,0.0,0.0,0.11190997186620819,3199,0,0.32746442829358174,1.0,2841,0,0,358,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2750768104980357,Male,1.0,Female,1.0,Female,1.0,Female
125,1.0,Male,gender,9769,1,10.0_pct,0.0,0.0,0.6964992389649924,1.0,0.0,0.0,0.3035007610350076,6570,0,0.6725355717064183,1.0,4576,0,0,1994,4576,1994,6570,9769,0.3035007610350076,2.0537668021256645,Female,1.0,Female,1.0,Male,1.0,Female,1.0,Female,1.0,Female
126,0.0,Amer-Indian-Eskimo,race,10,1,10_abs,1.0,0.1,0.0,0.0,1.0,0.9,0.0,0,100,0.0,0.0,0,10,90,0,90,10,100,9769,0.1,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0014150943396227,White
127,0.0,Asian-Pac-Islander,race,10,1,10_abs,1.0,0.2706270627062706,0.0,0.0,1.0,0.7293729372937293,0.0,0,303,0.0,0.0,0,82,221,0,221,82,303,9769,0.2706270627062706,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,2.706270627062706,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0014150943396227,White
128,0.0,Black,race,10,1,10_abs,0.9952267303102625,0.13395638629283488,1.0,0.00477326968973747,1.0,0.8660436137071651,0.0,4,963,0.4,0.004136504653567736,4,129,834,0,838,129,967,9769,0.13340227507755947,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.3395638629283486,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.0014150943396227,White
129,0.0,Other,race,10,1,10_abs,1.0,0.1095890410958904,0.0,0.0,1.0,0.8904109589041096,0.0,0,73,0.0,0.0,0,8,65,0,65,8,73,9769,0.1095890410958904,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.095890410958904,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0014150943396227,White
130,0.001413094677343382,White,race,10,1,10_abs,0.999516363050137,0.2548076923076923,0.5,0.00048363694986296955,0.9985869053226566,0.7451923076923077,0.5,6,8320,0.6,0.000720634158059092,3,2120,6200,3,6203,2123,8326,9769,0.2549843862599087,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,2.548076923076923,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.0,White
131,0.0,Amer-Indian-Eskimo,race,50,1,50_abs,1.0,0.1,0.0,0.0,1.0,0.9,0.0,0,100,0.0,0.0,0,10,90,0,90,10,100,9769,0.1,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0078125,Black
132,0.0,Asian-Pac-Islander,race,50,1,50_abs,1.0,0.2706270627062706,0.0,0.0,1.0,0.7293729372937293,0.0,0,303,0.0,0.0,0,82,221,0,221,82,303,9769,0.2706270627062706,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,2.706270627062706,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0078125,Black
133,0.007751937984496124,Black,race,50,1,50_abs,0.9856801909307876,0.13417190775681342,0.9230769230769231,0.014319809069212411,0.9922480620155039,0.8658280922431866,0.07692307692307693,13,954,0.26,0.01344364012409514,12,128,826,1,838,129,967,9769,0.13340227507755947,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.3417190775681342,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.0,Black
134,0.0,Other,race,50,1,50_abs,1.0,0.1095890410958904,0.0,0.0,1.0,0.8904109589041096,0.0,0,73,0.0,0.0,0,8,65,0,65,8,73,9769,0.1095890410958904,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.095890410958904,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0078125,Black
135,0.004239284032030146,White,race,50,1,50_abs,0.9954860551346123,0.25503679575340815,0.7567567567567568,0.004513944865387715,0.9957607159679699,0.7449632042465919,0.24324324324324326,37,8289,0.74,0.0044439106413644005,28,2114,6175,9,6203,2123,8326,9769,0.2549843862599087,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,2.5503679575340814,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.0035400965614696,Black
136,0.0,Amer-Indian-Eskimo,race,100,1,100_abs,0.9888888888888889,0.10101010101010101,1.0,0.011111111111111112,1.0,0.898989898989899,0.0,1,99,0.01,0.01,1,10,89,0,90,10,100,9769,0.1,10.0,Other,10.0,Other,10.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,10.0,Asian-Pac-Islander,1.023809523809524,Black
137,0.012195121951219513,Asian-Pac-Islander,race,100,1,100_abs,1.0,0.2682119205298013,0.0,0.0,0.9878048780487805,0.7317880794701986,1.0,1,302,0.01,0.0033003300330033004,0,81,221,1,221,82,303,9769,0.2706270627062706,10.0,Other,10.0,Other,1.0,Asian-Pac-Islander,2.655298013245033,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0113240418118468,Black
138,0.023255813953488372,Black,race,100,1,100_abs,0.9749403341288783,0.13361611876988336,0.875,0.025059665871121718,0.9767441860465116,0.8663838812301167,0.125,24,943,0.24,0.02481902792140641,21,126,817,3,838,129,967,9769,0.13340227507755947,10.0,Other,10.0,Other,10.0,Asian-Pac-Islander,1.3227995758218452,Amer-Indian-Eskimo,10.0,Asian-Pac-Islander,1.0,Black
139,0.0,Other,race,100,1,100_abs,1.0,0.1095890410958904,0.0,0.0,1.0,0.8904109589041096,0.0,0,73,0.0,0.0,0,8,65,0,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Other,1.0,Asian-Pac-Islander,1.084931506849315,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.023809523809524,Black
140,0.007536504945831371,White,race,100,1,100_abs,0.9906496856359825,0.25533204071740184,0.7837837837837838,0.00935031436401741,0.9924634950541686,0.7446679592825982,0.21621621621621623,74,8252,0.74,0.008887821282728801,58,2107,6145,16,6203,2123,8326,9769,0.2549843862599087,10.0,Other,10.0,Other,10.0,Asian-Pac-Islander,2.527787203102278,Amer-Indian-Eskimo,10.0,Asian-Pac-Islander,1.0160935782697442,Black
141,1.0,Amer-Indian-Eskimo,race,9769,1,1.0_pct,0.0,0.0,0.9,1.0,0.0,0.0,0.1,100,0,0.010236462278636503,1.0,90,0,0,10,90,10,100,9769,0.1,1.36986301369863,Other,1.0,Amer-Indian-Eskimo,1.2339366515837105,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
142,1.0,Asian-Pac-Islander,race,9769,1,1.0_pct,0.0,0.0,0.7293729372937293,1.0,0.0,0.0,0.2706270627062706,303,0,0.031016480704268604,1.0,221,0,0,82,221,82,303,9769,0.2706270627062706,4.1506849315068495,Other,1.0,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
143,1.0,Black,race,9769,1,1.0_pct,0.0,0.0,0.8665977249224406,1.0,0.0,0.0,0.13340227507755947,967,0,0.09898659023441499,1.0,838,0,0,129,838,129,967,9769,0.13340227507755947,13.246575342465754,Other,1.0,Amer-Indian-Eskimo,1.188140772178731,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
144,1.0,Other,race,9769,1,1.0_pct,0.0,0.0,0.8904109589041096,1.0,0.0,0.0,0.1095890410958904,73,0,0.007472617463404647,1.0,65,0,0,8,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Amer-Indian-Eskimo,1.2207896857373086,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
145,1.0,White,race,9769,1,1.0_pct,0.0,0.0,0.7450156137400913,1.0,0.0,0.0,0.2549843862599087,8326,0,0.8522878493192753,1.0,6203,0,0,2123,6203,2123,8326,9769,0.2549843862599087,114.05479452054794,Other,1.0,Amer-Indian-Eskimo,1.0214467464400347,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
146,1.0,Amer-Indian-Eskimo,race,9769,1,2.0_pct,0.0,0.0,0.9,1.0,0.0,0.0,0.1,100,0,0.010236462278636503,1.0,90,0,0,10,90,10,100,9769,0.1,1.36986301369863,Other,1.0,Amer-Indian-Eskimo,1.2339366515837105,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
147,1.0,Asian-Pac-Islander,race,9769,1,2.0_pct,0.0,0.0,0.7293729372937293,1.0,0.0,0.0,0.2706270627062706,303,0,0.031016480704268604,1.0,221,0,0,82,221,82,303,9769,0.2706270627062706,4.1506849315068495,Other,1.0,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
148,1.0,Black,race,9769,1,2.0_pct,0.0,0.0,0.8665977249224406,1.0,0.0,0.0,0.13340227507755947,967,0,0.09898659023441499,1.0,838,0,0,129,838,129,967,9769,0.13340227507755947,13.246575342465754,Other,1.0,Amer-Indian-Eskimo,1.188140772178731,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
149,1.0,Other,race,9769,1,2.0_pct,0.0,0.0,0.8904109589041096,1.0,0.0,0.0,0.1095890410958904,73,0,0.007472617463404647,1.0,65,0,0,8,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Amer-Indian-Eskimo,1.2207896857373086,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
150,1.0,White,race,9769,1,2.0_pct,0.0,0.0,0.7450156137400913,1.0,0.0,0.0,0.2549843862599087,8326,0,0.8522878493192753,1.0,6203,0,0,2123,6203,2123,8326,9769,0.2549843862599087,114.05479452054794,Other,1.0,Amer-Indian-Eskimo,1.0214467464400347,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
151,1.0,Amer-Indian-Eskimo,race,9769,1,5.0_pct,0.0,0.0,0.9,1.0,0.0,0.0,0.1,100,0,0.010236462278636503,1.0,90,0,0,10,90,10,100,9769,0.1,1.36986301369863,Other,1.0,Amer-Indian-Eskimo,1.2339366515837105,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
152,1.0,Asian-Pac-Islander,race,9769,1,5.0_pct,0.0,0.0,0.7293729372937293,1.0,0.0,0.0,0.2706270627062706,303,0,0.031016480704268604,1.0,221,0,0,82,221,82,303,9769,0.2706270627062706,4.1506849315068495,Other,1.0,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
153,1.0,Black,race,9769,1,5.0_pct,0.0,0.0,0.8665977249224406,1.0,0.0,0.0,0.13340227507755947,967,0,0.09898659023441499,1.0,838,0,0,129,838,129,967,9769,0.13340227507755947,13.246575342465754,Other,1.0,Amer-Indian-Eskimo,1.188140772178731,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
154,1.0,Other,race,9769,1,5.0_pct,0.0,0.0,0.8904109589041096,1.0,0.0,0.0,0.1095890410958904,73,0,0.007472617463404647,1.0,65,0,0,8,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Amer-Indian-Eskimo,1.2207896857373086,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
155,1.0,White,race,9769,1,5.0_pct,0.0,0.0,0.7450156137400913,1.0,0.0,0.0,0.2549843862599087,8326,0,0.8522878493192753,1.0,6203,0,0,2123,6203,2123,8326,9769,0.2549843862599087,114.05479452054794,Other,1.0,Amer-Indian-Eskimo,1.0214467464400347,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
156,1.0,Amer-Indian-Eskimo,race,9769,1,10.0_pct,0.0,0.0,0.9,1.0,0.0,0.0,0.1,100,0,0.010236462278636503,1.0,90,0,0,10,90,10,100,9769,0.1,1.36986301369863,Other,1.0,Amer-Indian-Eskimo,1.2339366515837105,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
157,1.0,Asian-Pac-Islander,race,9769,1,10.0_pct,0.0,0.0,0.7293729372937293,1.0,0.0,0.0,0.2706270627062706,303,0,0.031016480704268604,1.0,221,0,0,82,221,82,303,9769,0.2706270627062706,4.1506849315068495,Other,1.0,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
158,1.0,Black,race,9769,1,10.0_pct,0.0,0.0,0.8665977249224406,1.0,0.0,0.0,0.13340227507755947,967,0,0.09898659023441499,1.0,838,0,0,129,838,129,967,9769,0.13340227507755947,13.246575342465754,Other,1.0,Amer-Indian-Eskimo,1.188140772178731,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
